genre,score,writer,star,budget,gross,company,runtime
Drama,7.5,Susan Shilliday,Brad Pitt,30000000,160638883,TriStar Pictures,133
Action,7.3,Quentin Tarantino,Woody Harrelson,34000000,50283563,Warner Bros.,118
Action,7.6,James O'Barr,Brandon Lee,23000000,50693129,Crowvision Inc.,102
Drama,7.5,Anne Rice,Brad Pitt,60000000,223664608,Geffen Pictures,123
Comedy,7.1,Richard Curtis,Hugh Grant,4400000,245700832,PolyGram Filmed Entertainment,117
Comedy,4.9,Tom S. Parker,John Goodman,46000000,341631208,Universal Pictures,91
Comedy,6.9,Jack Bernstein,Jim Carrey,15000000,107217396,Morgan Creek Entertainment,86
Drama,7.3,Louisa May Alcott,Susan Sarandon,18000000,50083616,Columbia Pictures,115
Action,4.0,Steven E. de Souza,Jean-Claude Van Damme,35000000,99431786,Capcom Entertainment,102
Action,6.9,Tom Clancy,Harrison Ford,62000000,215887717,Mace Neufeld Productions,141
Biography,7.3,Fran Walsh,Melanie Lynskey,5000000,3049135,WingNut Films,99
Comedy,7.7,Kevin Smith,Brian O'Halloran,27000,3151130,View Askew Productions,92
Action,7.0,Roy Huggins,Mel Gibson,75000000,183031272,Donner/Shuler-Donner Productions,127
Adventure,6.7,Dan Gordon,Kevin Costner,63000000,25052000,Warner Bros.,191
Crime,7.1,Steve Barancik,Linda Fiorentino,2500000,5842603,Incorporated Television Company (ITC),110
Comedy,6.4,James Ferguson,Rick Moranis,20000000,19306362,Warner Bros.,107
Biography,7.8,Rudolph Grey,Johnny Depp,18000000,5887457,Touchstone Pictures,127
Action,6.6,Gene Roddenberry,Patrick Stewart,35000000,118071125,Paramount Pictures,118
Drama,6.1,Michael Crichton,Michael Douglas,55000000,214015089,Warner Bros.,128
Comedy,6.2,Dorothy Kingsley,Danny Glover,24000000,50236831,Caravan Pictures,102
Drama,7.2,Michael De Luca,Sam Neill,8000000,8924549,New Line Cinema,95
Comedy,5.4,Neil Tolkin,Macaulay Culkin,40000000,38087756,Warner Bros.,95
Action,5.6,Danilo Bach,Eddie Murphy,50000000,119208989,Paramount Pictures,104
Comedy,6.6,Helen Childress,Winona Ryder,11500000,33351557,Jersey Films,99
Comedy,6.5,Pat Proft,Leslie Nielsen,30000000,51132598,Paramount Pictures,83
Comedy,4.6,Kevin Wade,Arnold Schwarzenegger,60000000,108431355,Universal Pictures,109
Fantasy,6.5,Wes Craven,Heather Langenkamp,8000000,19721741,New Line Cinema,112
Adventure,6.2,John Hughes,Lara Flynn Boyle,48000000,16827402,Twentieth Century Fox,99
Adventure,6.4,Denis O'Neill,Meryl Streep,45000000,94216343,Universal Pictures,111
Comedy,3.3,Kim Henkel,Renée Zellweger,600000,185898,Ultra Muchos Productions,87
Action,4.5,Robert Mark Kamen,Pat Morita,12000000,15876353,Columbia Pictures,107
Action,6.2,John Rice,Jeff Bridges,28000000,30156002,Metro-Goldwyn-Mayer (MGM),121
Mystery,5.2,Billy Ray,Bruce Willis,40000000,19726050,Cinergi Pictures Entertainment,121
Adventure,4.5,Alan Zweibel,Elijah Wood,40000000,7182747,Castle Rock Entertainment,87
Comedy,7.2,P.J. Hogan,Toni Collette,9000000,15482277,CiBy 2000,106
Crime,6.7,John Grisham,Susan Sarandon,45000000,117615211,Warner Bros.,119
Comedy,6.4,Jane Anderson,Nicolas Cage,20000000,37939757,TriStar Pictures,101
Drama,6.2,Jim Harrison,Jack Nicholson,70000000,131002597,Columbia Pictures,125
Drama,6.4,Mary Shelley,Robert De Niro,45000000,112006296,TriStar Pictures,123
Comedy,4.3,Anne Rice,Dana Delany,25000000,6841570,Savoy Pictures,113
Adventure,6.0,Rudyard Kipling,Jason Scott Lee,27000000,43229904,Vegahom Europe,111
Comedy,7.2,Ethan Coen,Tim Robbins,40000000,2816518,PolyGram Filmed Entertainment,111
Action,5.9,Mark Verheiden,Jean-Claude Van Damme,27000000,101646581,Largo Entertainment,99
Comedy,6.5,Leo Benvenuti,Tim Allen,22000000,190539357,Walt Disney Pictures,97
Action,5.6,John Shirley,Sylvester Stallone,45000000,170362582,Warner Bros.,110
Animation,6.1,David Kirschner,Macaulay Culkin,27000000,13670688,Twentieth Century Fox,80
Crime,7.3,John Hodge,Kerry Fox,2500000,2079569,Channel Four Films,89
Comedy,6.8,John Waters,Kathleen Turner,13000000,7820688,Savoy Pictures,95
Action,5.2,Albert S. Ruddy,Madeleine Stowe,25000000,15240435,Twentieth Century Fox,99
Action,6.1,Walter B. Gibson,Alec Baldwin,25000000,48063435,Universal Pictures,108
Drama,6.4,Rama Laurie Stagner,Jessica Lange,16000000,3359465,Orion Pictures,101
Biography,7.5,Paul Attanasio,Ralph Fiennes,31000000,24822619,Baltimore Pictures,133
Action,6.2,Eric Bernt,Rutger Hauer,7400000,7727256,New Line Cinema,96
Drama,6.5,Mark Handley,Jodie Foster,24500000,106683817,Egg Pictures,112
Comedy,5.6,David S. Ward,Charlie Sheen,25000000,30626182,Warner Bros.,105
Comedy,6.7,Lord Byron,Johnny Depp,25000000,68792531,New Line Cinema,97
Comedy,5.5,William Porter,Martin Short,19000000,7408745,Orion Pictures,90
Animation,6.4,Hans Christian Andersen,Jodi Benson,28000000,11373501,Don Bluth,86
Action,3.8,Paul Dini,Robert Patrick,7850000,2341309,Greenleaf Productions,96
Drama,7.3,Ariel Dorfman,Sigourney Weaver,12000000,3103716,Fine Line Features,103
Comedy,6.6,Adam Leff,Jeremy Piven,8000000,4330020,Twentieth Century Fox,79
Biography,7.7,Antonio Skármeta,Massimo Troisi,3000000,21898920,Cecchi Gori Group Tiger Cinematografica,108
Biography,6.6,Monte Merrick,Luke Perry,7000000,19623396,Jersey Films,105
Biography,7.2,Alan Bennett,Nigel Hawthorne,65897768,15238689,The Samuel Goldwyn Company,110
Comedy,7.4,Richard Russo,Paul Newman,20000000,39491975,Capella International,110
Drama,7.5,Rosalie K. Fry,Jeni Courtney,3000000,6159269,Jones Entertainment Group,103
Crime,6.6,Jeff Pollack,Duane Martin,3500000,16192320,New Line Cinema,96
Comedy,3.5,Neal Israel,G.W. Bailey,6200000,126247,Warner Bros.,83
Action,4.6,Ed Horowitz,Steven Seagal,50000000,38590458,Seagal/Nasso Productions,101
Comedy,5.2,Robert Altman,Sophia Loren,18000000,11300653,Etalon Film,133
Comedy,7.4,Woody Allen,John Cusack,20000000,13383747,Miramax,98
Comedy,7.0,Joie Lee,Alfre Woodard,14000000,13642861,Universal Pictures,115
Comedy,6.3,David O. Russell,Jeremy Davies,200000,1359736,Buckeye Films,100
Action,7.6,Edward Tang,Jackie Chan,10000000,11555430,Golden Harvest Company,102
Drama,5.4,David Rayfiel,Richard Gere,45000000,21355893,Paramount Pictures,98
Animation,6.5,Richard Rich,Jack Palance,45000000,9771658,Nest Family Entertainment,90
Comedy,6.2,Jim Burnstein,Danny DeVito,40000000,24332324,Cinergi Pictures Entertainment,128
Crime,6.6,Bobby Smith Jr.,Allen Payne,7000000,20851521,"Jackson/McHenry Company,The",119
Action,5.9,Robert C. Thompson,Woody Harrelson,35000000,20280016,Imagine Entertainment,102
Action,6.1,Richard Herley,Ray Liotta,20000000,15339030,Columbia Pictures,118
Comedy,5.9,T. Coraghessan Boyle,Anthony Hopkins,25000000,6562513,Beacon Communications,118
Action,4.5,Gregory Widen,Christopher Lambert,26000000,12303080,Fallingcloud,99
Comedy,7.1,Tiziano Sclavi,Rupert Everett,4000000,253986,Audifilm,105
Adventure,5.3,Chris Elliott,Chris Elliott,9000000,3662459,Touchstone Pictures,80
Comedy,6.2,Hugh Wilson,Shirley MacLaine,20000000,27058304,Channel Films,96
Action,5.6,Tony Griffin,Wesley Snipes,45000000,28735315,Paramount Pictures,101
Action,4.9,Brian Garfield,Charles Bronson,5000000,1702394,21st Century Films,95
Comedy,5.5,Lowell Ganz,Billy Crystal,40000000,43622150,Castle Rock Entertainment,116
Comedy,6.9,Marie Weiss,Denis Leary,11000000,11439193,Touchstone Pictures,96
Comedy,6.2,Andy Breckman,Tim Robbins,25000000,26381221,Paramount Pictures,100
Action,4.6,Sang-ok Shin,Victor Wong,20000000,11798854,Ben-Ami/Leeds Productions,93
Comedy,5.2,Sara Parriott,Harley Jane Kozak,13000000,3134381,Nelson Entertainment,97
Comedy,6.6,David Koepp,Michael Keaton,6000000,48424341,Universal Pictures,112
Action,5.5,David Twohy,Charlie Sheen,50000000,16487349,Hollywood Pictures,102
Crime,6.3,Roy Carlson,Ed Harris,15000000,3038499,Tig Productions,99
Crime,6.7,James Gray,Tim Roth,2300000,1095885,Fine Line Features,98
Crime,7.6,Boaz Yakin,Sean Nelson,3500000,8094616,Lumière Pictures,114
Comedy,4.6,Mark Jones,Warwick Davis,2000000,2260622,Planet Productions,85
Comedy,6.0,Mildred Cram,Warren Beatty,60000000,18272894,Mulholland Productions,108
Comedy,5.4,Nora Ephron,Steve Martin,15000000,6821850,TriStar Pictures,97
Drama,5.9,Akiva Goldsman,Richard Dreyfuss,30000000,3180674,Kouf/Bigelow Productions,101
Comedy,5.5,Max Apple,Kevin Bacon,17080000,21011318,Hollywood Pictures,107
Action,6.0,Keenen Ivory Wayans,Keenen Ivory Wayans,10000000,29392418,Caravan Pictures,108
Comedy,7.1,George Huang,Kevin Spacey,700000,382928,Cineville,93
Action,5.3,Nancy Meyers,Nick Nolte,45000000,30806194,Annhall,123
Action,5.0,Damon Wayans,Damon Wayans,30000000,7941977,Columbia Pictures,92
Biography,6.4,Alan Rudolph,Jennifer Jason Leigh,7000000,2144667,Fine Line Features,125
Comedy,7.0,Whit Stillman,Taylor Nichols,3200000,7266973,Barcelona Films,101
Drama,8.0,Milcho Manchevski,Katrin Cartlidge,1900000,763847,Aim,113
Drama,7.9,Nikita Mikhalkov,Nikita Mikhalkov,2800000,2313461,Studio Trite,135
Comedy,6.4,Floyd Mutrux,Dermot Mulroney,10500000,123509,Nelson Entertainment,99
Comedy,6.2,George Lucas,Brian Benben,15000000,1316865,Universal Pictures,108
Comedy,5.4,Bill Forsyth,Robin Williams,40000000,1519366,Warner Bros.,122
Crime,5.3,Barry Levinson,Joe Pesci,30000000,3783003,Baltimore Pictures,112
Adventure,6.0,Darlene Craviotto,Adam Beach,19200000,3342223,Walt Disney Pictures,102
Comedy,5.6,Jean Shepherd,Charles Grodin,15000000,70936,Metro-Goldwyn-Mayer (MGM),85
Comedy,4.8,Tom S. Parker,Macaulay Culkin,30000000,18869594,Metro-Goldwyn-Mayer (MGM),109
Action,6.4,Kevin Reynolds,Jason Scott Lee,20000000,305070,Majestic Films International,107
Crime,8.2,Michael Mann,Al Pacino,60000000,187436818,Warner Bros.,170
Comedy,6.8,Amy Heckerling,Alicia Silverstone,12000000,56631572,Paramount Pictures,97
Crime,8.6,Andrew Kevin Walker,Morgan Freeman,33000000,327333559,Cecchi Gori Pictures,127
Biography,8.3,Randall Wallace,Mel Gibson,72000000,213216216,Icon Entertainment International,178
Adventure,7.6,Jim Lovell,Tom Hanks,52000000,355237933,Universal Pictures,140
Crime,8.5,Christopher McQuarrie,Kevin Spacey,6000000,23341568,PolyGram Filmed Entertainment,106
Adventure,7.0,Jonathan Hensleigh,Robin Williams,65000000,262821940,TriStar Pictures,104
Crime,8.2,Nicholas Pileggi,Robert De Niro,52000000,116112375,Universal Pictures,178
Action,5.2,Michael Crichton,Laura Linney,50000000,152022101,Paramount Pictures,109
Action,5.4,Bob Kane,Val Kilmer,100000000,336567158,Warner Bros.,121
Drama,7.1,Harmony Korine,Leo Fitzpatrick,1500000,7412216,Guys Upstairs,91
Animation,8.3,John Lasseter,Tom Hanks,30000000,394436586,Walt Disney Pictures,81
Action,7.2,Robert Rodriguez,Antonio Banderas,7000000,25405445,Columbia Pictures,104
Action,7.6,Jonathan Hensleigh,Bruce Willis,90000000,366101666,Cinergi Pictures Entertainment,128
Action,5.8,Ed Boon,Christopher Lambert,18000000,122195920,New Line Cinema,101
Comedy,7.1,Kevin Smith,Shannen Doherty,8000000,2122561,Gramercy Pictures (I),94
Mystery,8.0,Chris Marker,Bruce Willis,29000001,168839459,Universal Pictures,129
Drama,7.5,John O'Brien,Nicolas Cage,3600000,32029928,Lumiere Pictures,111
Drama,4.9,Joe Eszterhas,Elizabeth Berkley,45000000,20358624,Carolco Pictures,128
Drama,8.1,Richard Linklater,Ethan Hawke,2500000,5987386,Castle Rock Entertainment,101
Comedy,7.3,Ice Cube,Ice Cube,3500000,28215918,New Line Cinema,91
Drama,7.7,Jane Austen,Emma Thompson,16000000,134582776,Columbia Pictures,136
Action,6.2,Peter Rader,Kevin Costner,175000000,264218220,Universal Pictures,135
Biography,7.3,Jim Carroll,Leonardo DiCaprio,2000000,2402438,New Line Cinema,102
Action,6.9,George Gallo,Will Smith,19000000,141407024,Don Simpson/Jerry Bruckheimer Films,119
Comedy,6.4,Tim Herlihy,Adam Sandler,10000000,26488734,Universal Pictures,89
Action,5.2,John Kamps,Karan Ashley,20000000,66433194,Twentieth Century Fox,95
Action,7.2,Ian Fleming,Pierce Brosnan,60000000,352194034,Eon Productions,130
Action,5.8,Dennis Feldman,Natasha Henstridge,35000000,113374103,Metro-Goldwyn-Mayer (MGM),108
Action,6.6,Laurence Dworet,Dustin Hoffman,50000000,189859560,Warner Bros.,127
Comedy,6.8,Allison Anders,Tim Roth,4000000,4257354,Miramax,98
Action,6.4,Simon Moore,Sharon Stone,32000000,18636537,TriStar Pictures,107
Comedy,6.2,Rafael Moreu,Jonny Lee Miller,20000000,7563728,United Artists,105
Comedy,6.1,Joseph Oriolo,Bill Pullman,50000000,287928194,Universal Pictures,100
Action,5.4,Alan Martin,Lori Petty,25000000,4064495,Image Comics,104
Animation,6.7,Carl Binder,Mel Gibson,55000000,346079773,Walt Disney Pictures,81
Animation,6.9,Jymn Magon,Bill Farmer,18000000,35348597,Walt Disney Pictures,78
Biography,6.5,LouAnne Johnson,Michelle Pfeiffer,23000000,179519401,Hollywood Pictures,99
Action,7.3,Michael Schiffer,Gene Hackman,53000000,157387195,Hollywood Pictures,116
Comedy,6.8,Joyce Maynard,Nicole Kidman,20000000,21284514,Columbia Pictures,106
Comedy,6.3,Samuel A. Taylor,Harrison Ford,58000000,53672080,Constellation Entertainment,127
Comedy,6.7,Daniel G. Sullivan,Sandra Bullock,17000000,182057016,Hollywood Pictures,103
Comedy,6.9,Elmore Leonard,Gene Hackman,30250000,115101622,Metro-Goldwyn-Mayer (MGM),105
Comedy,6.8,Dick King-Smith,James Cromwell,30000000,254134910,Universal Pictures,91
Crime,7.5,Helen Prejean,Susan Sarandon,11000000,39363635,Havoc,122
Comedy,6.1,Sherwood Schwartz,Shelley Long,12000000,46576136,Paramount Pictures,90
Action,5.7,William Gibson,Keanu Reeves,26000000,19075720,TriStar Pictures,96
Drama,7.6,Richard LaGravenese,Clint Eastwood,24000000,182016617,Warner Bros.,135
Action,7.2,James Cameron,Ralph Fiennes,42000000,7959291,Lightstorm Entertainment,145
Action,5.7,Michael Frost Beckner,Geena Davis,98000000,10017322,Beckner/Gorman Productions,124
Action,5.6,John Wagner,Sylvester Stallone,90000000,113493481,Hollywood Pictures,96
Fantasy,7.5,Gilles Adrien,Ron Perlman,18000000,1781465,Constellation,112
Drama,6.6,Ann Biderman,Sigourney Weaver,20000000,32051917,New Regency Productions,123
Drama,6.6,Victor Salva,Mary Steenburgen,9500000,30862156,Caravan Pictures,111
Drama,7.7,Frances Hodgson Burnett,Liesel Matthews,17000000,10015449,Warner Bros.,97
Comedy,6.8,Aaron Sorkin,Michael Douglas,62000000,107879496,Universal Pictures,114
Action,5.5,Richard Hatem,Steven Seagal,60000000,104324083,Warner Bros.,100
Drama,7.3,Patrick Sheane Duncan,Richard Dreyfuss,23000000,106269971,Hollywood Pictures,143
Action,6.5,Gregory Widen,Christopher Walken,8000000,16115878,First Look International,98
Adventure,7.6,Jim Jarmusch,Johnny Depp,9000000,1037847,Pandora Filmproduktion,121
Adventure,6.4,Jack Bernstein,Jim Carrey,30000000,212385533,Morgan Creek Entertainment,90
Action,6.0,Lorne Cameron,Sean Connery,55000000,127600435,Columbia Pictures,134
Crime,5.3,Joe Eszterhas,David Caruso,50000000,9851610,Paramount Pictures,95
Comedy,5.6,Holly Goldberg Sloan,Steve Guttenberg,12000000,17736619,Caravan Pictures,100
Action,5.6,Eric Bernt,Denzel Washington,30000000,24047675,Paramount Pictures,106
Horror,4.8,Debra Hill,Donald Pleasence,5000000,15116634,Halloween VI Productions,87
Comedy,6.1,Albert Hackett,Steve Martin,30000000,76594107,Sandollar Productions,106
Action,6.3,Lilly Wachowski,Sylvester Stallone,50000000,30303072,Warner Bros.,132
Drama,6.7,Robert Mark Kamen,Keanu Reeves,20000000,50008143,Twentieth Century Fox,102
Adventure,6.9,Alan Sharp,Liam Neeson,28000000,31596911,United Artists,139
Action,6.9,Allen Hughes,Larenz Tate,10000000,24147179,Caravan Pictures,119
Comedy,5.8,Ann M. Martin,Schuyler Fisk,6500000,9685976,Beacon Communications,94
Comedy,6.0,Terry McMillan,Whitney Houston,16000000,81452156,Twentieth Century Fox,124
Comedy,7.4,Todd Solondz,Heather Matarazzo,800000,4569019,Suburban Pictures,88
Drama,6.0,Lynne Reid Banks,Hal Scardino,45000000,35656131,Columbia Pictures,96
Action,6.8,Edward Tang,Jackie Chan,7500000,32392047,Golden Harvest Company,87
Crime,6.7,Walter Mosley,Denzel Washington,27000000,16140822,TriStar Pictures,102
Comedy,6.3,Whitney Otto,Winona Ryder,10000000,41200020,Universal Pictures,117
Action,6.7,Ethan Reiff,Billy Zane,13000000,21089146,Universal Pictures,92
Action,5.9,John Brancato,Sandra Bullock,22000000,110627965,Columbia Pictures,114
Comedy,7.5,Tom DiCillo,Steve Buscemi,500000,1111790,JDI Productions,90
Comedy,5.9,Mel Brooks,Leslie Nielsen,30000000,10772144,Gaumont,88
Horror,5.7,John Wyndham,Christopher Reeve,22000000,9418365,Universal Pictures,98
Action,5.9,Peter Dexter,Jeff Bridges,30000000,2193982,The Zanuck Company,98
Comedy,6.7,Mark Steven Johnson,Walter Matthau,25000000,71518503,Lancaster Gate,101
Comedy,6.5,Don Roos,Whoopi Goldberg,21000000,23440188,Alcor Films,115
Crime,6.4,Rusty Cundieff,Clarence Williams III,6000000,11837928,40 Acres & A Mule Filmworks,98
Action,5.7,Doug Richardson,Wesley Snipes,68000000,35431113,Columbia Pictures,110
Horror,5.3,Clive Barker,Tony Todd,6000000,13940383,PolyGram Filmed Entertainment,95
Drama,6.3,Sean Penn,Jack Nicholson,9000000,868979,Miramax,111
Biography,7.1,Stephen J. Rivele,Anthony Hopkins,44000000,13681765,Cinergi Pictures Entertainment,192
Fantasy,5.3,Dean R. Koontz,Jeff Goldblum,15000000,12201255,TriStar Pictures,106
Comedy,8.1,Dusan Kovacevic,Predrag 'Miki' Manojlovic,14000000,171082,CiBy 2000,167
Comedy,7.0,Woody Allen,Woody Allen,15000000,6468498,Sweetland Films,95
Biography,6.5,Christopher Hampton,Leonardo DiCaprio,8000000,340139,FIT Productions,111
Action,4.3,Paula Gosling,William Baldwin,50000000,11534477,Warner Bros.,91
Horror,6.1,Clive Barker,Scott Bakula,12000000,13294422,Seraphim Films,109
Drama,5.3,Nathaniel Hawthorne,Demi Moore,46000000,10382407,Allied Stars Ltd.,135
Action,6.3,Patrick Sheane Duncan,Johnny Depp,33000000,8175346,Paramount Pictures,90
Crime,6.8,Scott Rosenberg,Andy Garcia,7000000,529766,Miramax,115
Drama,7.2,Todd Haynes,Julianne Moore,1000000,512245,American Playhouse Theatrical Films,119
Action,5.8,Karen Elise Baldwin,Jean-Claude Van Damme,35000000,64350171,Universal Pictures,111
Comedy,5.9,Michael Moore,John Candy,11000000,163971,Dog Eat Dog Films,91
Horror,6.4,Philip K. Dick,Peter Weller,20000000,5711695,Triumph Films,108
Comedy,4.6,Eddie Murphy,Eddie Murphy,20000000,19751736,Eddie Murphy Productions,100
Adventure,4.7,Michael Part,Thomas Ian Nicholas,15000000,13406717,Tapestry Films,89
Drama,6.9,Oliver Parker,Laurence Fishburne,11000000,2844379,Castle Rock Entertainment,123
Crime,6.9,Richard Price,Harvey Keitel,25000000,13071518,Universal Pictures,128
Comedy,7.4,Paul Auster,Harvey Keitel,7000000,8367636,Miramax,112
Adventure,5.9,Steve Bloom,Patrick Swayze,32000000,11047627,Caravan Pictures,96
Crime,5.9,Eleazar Lipsky,David Caruso,40000000,14942422,Twentieth Century Fox,101
Comedy,6.6,Chris Radant,Holly Hunter,20000000,17519169,Paramount Pictures,103
Drama,6.8,A.S. Byatt,Mark Rylance,4997987,3414301,Playhouse International Pictures,116
Action,6.0,J.F. Lawton,Christopher Lambert,20000000,6609661,Universal Pictures,110
Biography,6.6,Rose Tremain,Robert Downey Jr.,19000000,4005941,Avenue Pictures,117
Drama,7.3,Gregory Nava,Jimmy Smits,5500000,11079373,American Playhouse,128
Comedy,6.6,Edward Burns,Jack Mulcahy,238000,10426506,Brothers McMullen Productions,98
Comedy,6.6,Ifor David Monger,Hugh Grant,40997769,10904930,Miramax,99
Comedy,6.7,Paul Auster,Harvey Keitel,2000000,1268636,Miramax,83
Comedy,6.5,Harry Birckmayer,Parker Posey,150000,472370,Party Productions,94
Drama,6.4,Seth Margolis,Jessica Lange,17000000,7603766,Paramount Pictures,111
Crime,6.1,Don Tracy,Peter Gallagher,6500000,536023,Populist Pictures,99
Animation,5.6,Rachel Koretsky,Martin Short,28000000,3983912,Metro-Goldwyn-Mayer (MGM),74
Drama,6.7,James Herbert,Matthew Modine,15000000,3987768,Metro-Goldwyn-Mayer (MGM),96
Comedy,6.0,Michael J. Di Gaetano,Sinbad,10500000,26325256,Hollywood Pictures,113
Crime,5.4,Ross Thomas,Ellen Barkin,15000000,3674841,Touchstone Pictures,108
Drama,7.7,Abbas Kiarostami,Aida Mohammadkhani,150000,924940,Farabi Cinema Foundation,85
Drama,5.3,Desmond Nakano,John Travolta,7000000,3734870,A Band Apart,89
Crime,5.2,Lewis A. Green,Rebecca De Mornay,6400000,6858261,TriStar Pictures,86
Action,4.2,Aaron Norris,Chuck Norris,6000000,5093707,Live Entertainment,86
Comedy,6.5,Maria Maggenti,Laurel Holloman,250000,2210408,Fine Line Features,94
Comedy,5.9,Beryl Bainbridge,Hugh Grant,4000000,259724,BBC Films,112
Comedy,4.5,David Price,Sean Young,8000000,2763020,The Rank Organisation,90
