rating,genre,score,director,star,budget,gross,company,runtime
PG-13,Comedy,5.4,Bob Balaban,Andrew Lowery,12000000,3335984,Touchstone Pictures,85
R,Action,5.4,Anthony Hickox,Julian Sands,3000000,3902679,Trimark Pictures,98
PG-13,Action,7.5,Woo-Ping Yuen,Rongguang Yu,11000000,14694904,Film Workshop,85
PG,Action,3.8,Michael Gottlieb,Hulk Hogan,10000000,4348572,New Line Cinema,84
PG-13,Drama,7.3,Wim Wenders,Otto Sander,10500000,810455,Road Movies Filmproduktion,140
R,Drama,5.6,Abel Ferrara,Harvey Keitel,10000000,1261210,Cecchi Gori Europa N.V.,108
R,Crime,4.0,Christopher Coppola,Michael Biehn,10000000,18369,Trimark Pictures,98
PG,Biography,7.1,Tony Bill,Kathy Bates,12000000,1677807,A&M Films,104
R,Crime,5.6,Sidney Lumet,Rebecca De Mornay,12000000,22866222,Hollywood Pictures,107
R,Comedy,7.6,Ang Lee,Winston Chao,1000000,6933459,Ang Lee Productions,106
PG-13,Drama,6.0,Patrick Hasburgh,Paul Gross,14000000,8041049,Hollywood Pictures,113
R,Crime,6.2,Michael Apted,Madeleine Stowe,11000000,16696219,New Line Cinema,106
R,Crime,5.9,Leon Ichaso,Wesley Snipes,10000000,18225518,Beacon Communications,123
R,Comedy,5.2,John Lafia,Ally Sheedy,6000000,12974636,New Line Cinema,87
R,Drama,5.8,Mike Figgis,Richard Gere,25000000,8345845,Rastar Productions,114
R,Horror,3.6,Adam Simon,Diane Ladd,850000,1753979,New Horizons Picture,83
PG-13,Comedy,5.9,Anthony Minghella,Matt Dillon,13000000,3125424,Night Life Inc.,98
PG,Comedy,4.1,Henry Winkler,Burt Reynolds,14000000,40689691,Imagine Films Entertainment,97
R,Comedy,5.7,Ramón Menéndez,John Cusack,11000000,1039824,Permut Presentations,100
PG,Comedy,3.9,Blake Edwards,Roberto Benigni,25000000,2438031,Filmauro,93
R,Drama,5.7,Michael Steinberg,Phoebe Cates,2500000,764724,Fine Line Features,95
R,Drama,5.4,Yves Simoneau,Jamie Lee Curtis,8000000,737548,Miramax,96
G,Family,5.9,Emile Ardolino,Darci Kistler,19000000,2119994,Krasnow Productions,92
PG-13,Action,4.5,Stephen Cornwell,Brad Johnson,5000000,2970,Trimark Pictures,97
R,Comedy,7.2,Rusty Cundieff,Larry B. Scott,999999,233824,Incorporated Television Company (ITC),88
R,Action,5.0,James B. Harris,Wesley Snipes,9000000,10058318,StudioCanal,92
PG-13,Adventure,5.7,Billy Weber,Jacob Tierney,18000000,1640220,Castle Rock Entertainment,96
R,Comedy,6.0,Warren Leight,Matthew Broderick,8000000,1884814,Miramax,99
R,Drama,9.3,Frank Darabont,Tim Robbins,25000000,28817291,Castle Rock Entertainment,142
R,Crime,8.9,Quentin Tarantino,John Travolta,8000000,213928762,Miramax,154
PG-13,Drama,8.8,Robert Zemeckis,Tom Hanks,55000000,678226133,Paramount Pictures,142
R,Action,7.2,James Cameron,Arnold Schwarzenegger,115000000,378882411,Twentieth Century Fox,141
G,Animation,8.5,Roger Allers,Matthew Broderick,45000000,1083720877,Walt Disney Pictures,88
PG-13,Action,6.9,Chuck Russell,Jim Carrey,23000000,351583407,New Line Cinema,101
R,Action,7.2,Jan de Bont,Keanu Reeves,30000000,350448145,The Mark Gordon Company,116
PG-13,Action,7.1,Roland Emmerich,Kurt Russell,55000000,196567262,Canal+,116
PG,Comedy,6.3,Penelope Spheeris,Travis Tedford,23000000,67308282,Universal Pictures,82
PG-13,Comedy,7.3,Peter Farrelly,Jim Carrey,17000000,247275374,New Line Cinema,107
R,Drama,7.5,Edward Zwick,Brad Pitt,30000000,160638883,TriStar Pictures,133
R,Action,7.3,Oliver Stone,Woody Harrelson,34000000,50283563,Warner Bros.,118
R,Action,7.6,Alex Proyas,Brandon Lee,23000000,50693129,Crowvision Inc.,102
R,Drama,7.5,Neil Jordan,Brad Pitt,60000000,223664608,Geffen Pictures,123
R,Comedy,7.1,Mike Newell,Hugh Grant,4400000,245700832,PolyGram Filmed Entertainment,117
PG,Comedy,4.9,Brian Levant,John Goodman,46000000,341631208,Universal Pictures,91
PG-13,Comedy,6.9,Tom Shadyac,Jim Carrey,15000000,107217396,Morgan Creek Entertainment,86
PG,Drama,7.3,Gillian Armstrong,Susan Sarandon,18000000,50083616,Columbia Pictures,115
PG-13,Action,4.0,Steven E. de Souza,Jean-Claude Van Damme,35000000,99431786,Capcom Entertainment,102
PG-13,Action,6.9,Phillip Noyce,Harrison Ford,62000000,215887717,Mace Neufeld Productions,141
R,Biography,7.3,Peter Jackson,Melanie Lynskey,5000000,3049135,WingNut Films,99
R,Comedy,7.7,Kevin Smith,Brian O'Halloran,27000,3151130,View Askew Productions,92
PG,Action,7.0,Richard Donner,Mel Gibson,75000000,183031272,Donner/Shuler-Donner Productions,127
PG-13,Adventure,6.7,Lawrence Kasdan,Kevin Costner,63000000,25052000,Warner Bros.,191
R,Crime,7.1,John Dahl,Linda Fiorentino,2500000,5842603,Incorporated Television Company (ITC),110
PG,Comedy,6.4,Duwayne Dunham,Rick Moranis,20000000,19306362,Warner Bros.,107
R,Biography,7.8,Tim Burton,Johnny Depp,18000000,5887457,Touchstone Pictures,127
PG,Action,6.6,David Carson,Patrick Stewart,35000000,118071125,Paramount Pictures,118
R,Drama,6.1,Barry Levinson,Michael Douglas,55000000,214015089,Warner Bros.,128
PG,Comedy,6.2,William Dear,Danny Glover,24000000,50236831,Caravan Pictures,102
R,Drama,7.2,John Carpenter,Sam Neill,8000000,8924549,New Line Cinema,95
PG,Comedy,5.4,Donald Petrie,Macaulay Culkin,40000000,38087756,Warner Bros.,95
R,Action,5.6,John Landis,Eddie Murphy,50000000,119208989,Paramount Pictures,104
PG-13,Comedy,6.6,Ben Stiller,Winona Ryder,11500000,33351557,Jersey Films,99
PG-13,Comedy,6.5,Peter Segal,Leslie Nielsen,30000000,51132598,Paramount Pictures,83
PG-13,Comedy,4.6,Ivan Reitman,Arnold Schwarzenegger,60000000,108431355,Universal Pictures,109
R,Fantasy,6.5,Wes Craven,Heather Langenkamp,8000000,19721741,New Line Cinema,112
PG,Adventure,6.2,Patrick Read Johnson,Lara Flynn Boyle,48000000,16827402,Twentieth Century Fox,99
PG-13,Adventure,6.4,Curtis Hanson,Meryl Streep,45000000,94216343,Universal Pictures,111
R,Comedy,3.3,Kim Henkel,Renée Zellweger,600000,185898,Ultra Muchos Productions,87
PG,Action,4.5,Christopher Cain,Pat Morita,12000000,15876353,Columbia Pictures,107
R,Action,6.2,Stephen Hopkins,Jeff Bridges,28000000,30156002,Metro-Goldwyn-Mayer (MGM),121
R,Mystery,5.2,Richard Rush,Bruce Willis,40000000,19726050,Cinergi Pictures Entertainment,121
PG,Adventure,4.5,Rob Reiner,Elijah Wood,40000000,7182747,Castle Rock Entertainment,87
R,Comedy,7.2,P.J. Hogan,Toni Collette,9000000,15482277,CiBy 2000,106
PG-13,Crime,6.7,Joel Schumacher,Susan Sarandon,45000000,117615211,Warner Bros.,119
PG,Comedy,6.4,Andrew Bergman,Nicolas Cage,20000000,37939757,TriStar Pictures,101
R,Drama,6.2,Mike Nichols,Jack Nicholson,70000000,131002597,Columbia Pictures,125
R,Drama,6.4,Kenneth Branagh,Robert De Niro,45000000,112006296,TriStar Pictures,123
R,Comedy,4.3,Garry Marshall,Dana Delany,25000000,6841570,Savoy Pictures,113
PG,Adventure,6.0,Stephen Sommers,Jason Scott Lee,27000000,43229904,Vegahom Europe,111
PG,Comedy,7.2,Joel Coen,Tim Robbins,40000000,2816518,PolyGram Filmed Entertainment,111
R,Action,5.9,Peter Hyams,Jean-Claude Van Damme,27000000,101646581,Largo Entertainment,99
PG,Comedy,6.5,John Pasquin,Tim Allen,22000000,190539357,Walt Disney Pictures,97
R,Action,5.6,Luis Llosa,Sylvester Stallone,45000000,170362582,Warner Bros.,110
G,Animation,6.1,Pixote Hunt,Macaulay Culkin,27000000,13670688,Twentieth Century Fox,80
R,Crime,7.3,Danny Boyle,Kerry Fox,2500000,2079569,Channel Four Films,89
R,Comedy,6.8,John Waters,Kathleen Turner,13000000,7820688,Savoy Pictures,95
R,Action,5.2,Jonathan Kaplan,Madeleine Stowe,25000000,15240435,Twentieth Century Fox,99
PG-13,Action,6.1,Russell Mulcahy,Alec Baldwin,25000000,48063435,Universal Pictures,108
PG-13,Drama,6.4,Tony Richardson,Jessica Lange,16000000,3359465,Orion Pictures,101
PG-13,Biography,7.5,Robert Redford,Ralph Fiennes,31000000,24822619,Baltimore Pictures,133
R,Action,6.2,Ernest R. Dickerson,Rutger Hauer,7400000,7727256,New Line Cinema,96
PG-13,Drama,6.5,Michael Apted,Jodie Foster,24500000,106683817,Egg Pictures,112
PG,Comedy,5.6,David S. Ward,Charlie Sheen,25000000,30626182,Warner Bros.,105
PG-13,Comedy,6.7,Jeremy Leven,Johnny Depp,25000000,68792531,New Line Cinema,97
PG,Comedy,5.5,Paul Flaherty,Martin Short,19000000,7408745,Orion Pictures,90
G,Animation,6.4,Don Bluth,Jodi Benson,28000000,11373501,Don Bluth,86
PG-13,Action,3.8,James Yukich,Robert Patrick,7850000,2341309,Greenleaf Productions,96
R,Drama,7.3,Roman Polanski,Sigourney Weaver,12000000,3103716,Fine Line Features,103
PG-13,Comedy,6.6,Hart Bochner,Jeremy Piven,8000000,4330020,Twentieth Century Fox,79
PG,Biography,7.7,Michael Radford,Massimo Troisi,3000000,21898920,Cecchi Gori Group Tiger Cinematografica,108
PG-13,Biography,6.6,John G. Avildsen,Luke Perry,7000000,19623396,Jersey Films,105
PG-13,Biography,7.2,Nicholas Hytner,Nigel Hawthorne,65897768,15238689,The Samuel Goldwyn Company,110
R,Comedy,7.4,Robert Benton,Paul Newman,20000000,39491975,Capella International,110
PG,Drama,7.5,John Sayles,Jeni Courtney,3000000,6159269,Jones Entertainment Group,103
R,Crime,6.6,Jeff Pollack,Duane Martin,3500000,16192320,New Line Cinema,96
PG,Comedy,3.5,Alan Metter,G.W. Bailey,6200000,126247,Warner Bros.,83
R,Action,4.6,Steven Seagal,Steven Seagal,50000000,38590458,Seagal/Nasso Productions,101
R,Comedy,5.2,Robert Altman,Sophia Loren,18000000,11300653,Etalon Film,133
R,Comedy,7.4,Woody Allen,John Cusack,20000000,13383747,Miramax,98
PG-13,Comedy,7.0,Spike Lee,Alfre Woodard,14000000,13642861,Universal Pictures,115
Unrated,Comedy,6.3,David O. Russell,Jeremy Davies,200000,1359736,Buckeye Films,100
R,Action,7.6,Chia-Liang Liu,Jackie Chan,10000000,11555430,Golden Harvest Company,102
R,Drama,5.4,Mark Rydell,Richard Gere,45000000,21355893,Paramount Pictures,98
G,Animation,6.5,Richard Rich,Jack Palance,45000000,9771658,Nest Family Entertainment,90
PG-13,Comedy,6.2,Penny Marshall,Danny DeVito,40000000,24332324,Cinergi Pictures Entertainment,128
R,Crime,6.6,Doug McHenry,Allen Payne,7000000,20851521,"Jackson/McHenry Company,The",119
PG-13,Action,5.9,Gregg Champion,Woody Harrelson,35000000,20280016,Imagine Entertainment,102
R,Action,6.1,Martin Campbell,Ray Liotta,20000000,15339030,Columbia Pictures,118
R,Comedy,5.9,Alan Parker,Anthony Hopkins,25000000,6562513,Beacon Communications,118
PG-13,Action,4.5,Andrew Morahan,Christopher Lambert,26000000,12303080,Fallingcloud,99
R,Comedy,7.1,Michele Soavi,Rupert Everett,4000000,253986,Audifilm,105
PG-13,Adventure,5.3,Adam Resnick,Chris Elliott,9000000,3662459,Touchstone Pictures,80
PG-13,Comedy,6.2,Hugh Wilson,Shirley MacLaine,20000000,27058304,Channel Films,96
R,Action,5.6,John Badham,Wesley Snipes,45000000,28735315,Paramount Pictures,101
R,Action,4.9,Allan A. Goldstein,Charles Bronson,5000000,1702394,21st Century Films,95
PG-13,Comedy,5.5,Paul Weiland,Billy Crystal,40000000,43622150,Castle Rock Entertainment,116
R,Comedy,6.9,Ted Demme,Denis Leary,11000000,11439193,Touchstone Pictures,96
PG,Comedy,6.2,Fred Schepisi,Tim Robbins,25000000,26381221,Paramount Pictures,100
PG,Action,4.6,Charles T. Kanganis,Victor Wong,20000000,11798854,Ben-Ami/Leeds Productions,93
R,Comedy,5.2,Donald Petrie,Harley Jane Kozak,13000000,3134381,Nelson Entertainment,97
R,Comedy,6.6,Ron Howard,Michael Keaton,6000000,48424341,Universal Pictures,112
PG-13,Action,5.5,Deran Sarafian,Charlie Sheen,50000000,16487349,Hollywood Pictures,102
R,Crime,6.3,John Bailey,Ed Harris,15000000,3038499,Tig Productions,99
R,Crime,6.7,James Gray,Tim Roth,2300000,1095885,Fine Line Features,98
R,Crime,7.6,Boaz Yakin,Sean Nelson,3500000,8094616,Lumière Pictures,114
R,Comedy,4.6,Rodman Flender,Warwick Davis,2000000,2260622,Planet Productions,85
PG-13,Comedy,6.0,Glenn Gordon Caron,Warren Beatty,60000000,18272894,Mulholland Productions,108
PG-13,Comedy,5.4,Nora Ephron,Steve Martin,15000000,6821850,TriStar Pictures,97
R,Drama,5.9,Bruce Beresford,Richard Dreyfuss,30000000,3180674,Kouf/Bigelow Productions,101
PG,Comedy,5.5,Paul Michael Glaser,Kevin Bacon,17080000,21011318,Hollywood Pictures,107
R,Action,6.0,Keenen Ivory Wayans,Keenen Ivory Wayans,10000000,29392418,Caravan Pictures,108
R,Comedy,7.1,George Huang,Kevin Spacey,700000,382928,Cineville,93
PG,Action,5.3,Charles Shyer,Nick Nolte,45000000,30806194,Annhall,123
PG-13,Action,5.0,Mike Binder,Damon Wayans,30000000,7941977,Columbia Pictures,92
R,Biography,6.4,Alan Rudolph,Jennifer Jason Leigh,7000000,2144667,Fine Line Features,125
PG-13,Comedy,7.0,Whit Stillman,Taylor Nichols,3200000,7266973,Barcelona Films,101
Not Rated,Drama,8.0,Milcho Manchevski,Katrin Cartlidge,1900000,763847,Aim,113
R,Drama,7.9,Nikita Mikhalkov,Nikita Mikhalkov,2800000,2313461,Studio Trite,135
R,Comedy,6.4,Floyd Mutrux,Dermot Mulroney,10500000,123509,Nelson Entertainment,99
PG,Comedy,6.2,Mel Smith,Brian Benben,15000000,1316865,Universal Pictures,108
PG-13,Comedy,5.4,Bill Forsyth,Robin Williams,40000000,1519366,Warner Bros.,122
R,Crime,5.3,Barry Levinson,Joe Pesci,30000000,3783003,Baltimore Pictures,112
PG,Adventure,6.0,Xavier Koller,Adam Beach,19200000,3342223,Walt Disney Pictures,102
PG,Comedy,5.6,Bob Clark,Charles Grodin,15000000,70936,Metro-Goldwyn-Mayer (MGM),85
PG,Comedy,4.8,Howard Deutch,Macaulay Culkin,30000000,18869594,Metro-Goldwyn-Mayer (MGM),109
R,Action,6.4,Kevin Reynolds,Jason Scott Lee,20000000,305070,Majestic Films International,107
R,Crime,8.2,Michael Mann,Al Pacino,60000000,187436818,Warner Bros.,170
PG-13,Comedy,6.8,Amy Heckerling,Alicia Silverstone,12000000,56631572,Paramount Pictures,97
R,Crime,8.6,David Fincher,Morgan Freeman,33000000,327333559,Cecchi Gori Pictures,127
R,Biography,8.3,Mel Gibson,Mel Gibson,72000000,213216216,Icon Entertainment International,178
PG,Adventure,7.6,Ron Howard,Tom Hanks,52000000,355237933,Universal Pictures,140
R,Crime,8.5,Bryan Singer,Kevin Spacey,6000000,23341568,PolyGram Filmed Entertainment,106
PG,Adventure,7.0,Joe Johnston,Robin Williams,65000000,262821940,TriStar Pictures,104
R,Crime,8.2,Martin Scorsese,Robert De Niro,52000000,116112375,Universal Pictures,178
PG-13,Action,5.2,Frank Marshall,Laura Linney,50000000,152022101,Paramount Pictures,109
PG-13,Action,5.4,Joel Schumacher,Val Kilmer,100000000,336567158,Warner Bros.,121
NC-17,Drama,7.1,Larry Clark,Leo Fitzpatrick,1500000,7412216,Guys Upstairs,91
G,Animation,8.3,John Lasseter,Tom Hanks,30000000,394436586,Walt Disney Pictures,81
R,Action,7.2,Robert Rodriguez,Antonio Banderas,7000000,25405445,Columbia Pictures,104
R,Action,7.6,John McTiernan,Bruce Willis,90000000,366101666,Cinergi Pictures Entertainment,128
PG-13,Action,5.8,Paul W.S. Anderson,Christopher Lambert,18000000,122195920,New Line Cinema,101
R,Comedy,7.1,Kevin Smith,Shannen Doherty,8000000,2122561,Gramercy Pictures (I),94
R,Mystery,8.0,Terry Gilliam,Bruce Willis,29000001,168839459,Universal Pictures,129
R,Drama,7.5,Mike Figgis,Nicolas Cage,3600000,32029928,Lumiere Pictures,111
NC-17,Drama,4.9,Paul Verhoeven,Elizabeth Berkley,45000000,20358624,Carolco Pictures,128
R,Drama,8.1,Richard Linklater,Ethan Hawke,2500000,5987386,Castle Rock Entertainment,101
R,Comedy,7.3,F. Gary Gray,Ice Cube,3500000,28215918,New Line Cinema,91
PG,Drama,7.7,Ang Lee,Emma Thompson,16000000,134582776,Columbia Pictures,136
PG-13,Action,6.2,Kevin Reynolds,Kevin Costner,175000000,264218220,Universal Pictures,135
R,Biography,7.3,Scott Kalvert,Leonardo DiCaprio,2000000,2402438,New Line Cinema,102
R,Action,6.9,Michael Bay,Will Smith,19000000,141407024,Don Simpson/Jerry Bruckheimer Films,119
PG-13,Comedy,6.4,Tamra Davis,Adam Sandler,10000000,26488734,Universal Pictures,89
PG,Action,5.2,Bryan Spicer,Karan Ashley,20000000,66433194,Twentieth Century Fox,95
PG-13,Action,7.2,Martin Campbell,Pierce Brosnan,60000000,352194034,Eon Productions,130
R,Action,5.8,Roger Donaldson,Natasha Henstridge,35000000,113374103,Metro-Goldwyn-Mayer (MGM),108
R,Action,6.6,Wolfgang Petersen,Dustin Hoffman,50000000,189859560,Warner Bros.,127
R,Comedy,6.8,Directors,Tim Roth,4000000,4257354,Miramax,98
R,Action,6.4,Sam Raimi,Sharon Stone,32000000,18636537,TriStar Pictures,107
PG-13,Comedy,6.2,Iain Softley,Jonny Lee Miller,20000000,7563728,United Artists,105
PG,Comedy,6.1,Brad Silberling,Bill Pullman,50000000,287928194,Universal Pictures,100
R,Action,5.4,Rachel Talalay,Lori Petty,25000000,4064495,Image Comics,104
G,Animation,6.7,Mike Gabriel,Mel Gibson,55000000,346079773,Walt Disney Pictures,81
G,Animation,6.9,Kevin Lima,Bill Farmer,18000000,35348597,Walt Disney Pictures,78
R,Biography,6.5,John N. Smith,Michelle Pfeiffer,23000000,179519401,Hollywood Pictures,99
R,Action,7.3,Tony Scott,Gene Hackman,53000000,157387195,Hollywood Pictures,116
R,Comedy,6.8,Gus Van Sant,Nicole Kidman,20000000,21284514,Columbia Pictures,106
PG,Comedy,6.3,Sydney Pollack,Harrison Ford,58000000,53672080,Constellation Entertainment,127
PG,Comedy,6.7,Jon Turteltaub,Sandra Bullock,17000000,182057016,Hollywood Pictures,103
R,Comedy,6.9,Barry Sonnenfeld,Gene Hackman,30250000,115101622,Metro-Goldwyn-Mayer (MGM),105
G,Comedy,6.8,Chris Noonan,James Cromwell,30000000,254134910,Universal Pictures,91
R,Crime,7.5,Tim Robbins,Susan Sarandon,11000000,39363635,Havoc,122
PG-13,Comedy,6.1,Betty Thomas,Shelley Long,12000000,46576136,Paramount Pictures,90
R,Action,5.7,Robert Longo,Keanu Reeves,26000000,19075720,TriStar Pictures,96
PG-13,Drama,7.6,Clint Eastwood,Clint Eastwood,24000000,182016617,Warner Bros.,135
R,Action,7.2,Kathryn Bigelow,Ralph Fiennes,42000000,7959291,Lightstorm Entertainment,145
PG-13,Action,5.7,Renny Harlin,Geena Davis,98000000,10017322,Beckner/Gorman Productions,124
R,Action,5.6,Danny Cannon,Sylvester Stallone,90000000,113493481,Hollywood Pictures,96
R,Fantasy,7.5,Marc Caro,Ron Perlman,18000000,1781465,Constellation,112
R,Drama,6.6,Jon Amiel,Sigourney Weaver,20000000,32051917,New Regency Productions,123
PG-13,Drama,6.6,Victor Salva,Mary Steenburgen,9500000,30862156,Caravan Pictures,111
G,Drama,7.7,Alfonso Cuarón,Liesel Matthews,17000000,10015449,Warner Bros.,97
PG-13,Comedy,6.8,Rob Reiner,Michael Douglas,62000000,107879496,Universal Pictures,114
R,Action,5.5,Geoff Murphy,Steven Seagal,60000000,104324083,Warner Bros.,100
PG,Drama,7.3,Stephen Herek,Richard Dreyfuss,23000000,106269971,Hollywood Pictures,143
R,Action,6.5,Gregory Widen,Christopher Walken,8000000,16115878,First Look International,98
R,Adventure,7.6,Jim Jarmusch,Johnny Depp,9000000,1037847,Pandora Filmproduktion,121
PG-13,Adventure,6.4,Steve Oedekerk,Jim Carrey,30000000,212385533,Morgan Creek Entertainment,90
PG-13,Action,6.0,Jerry Zucker,Sean Connery,55000000,127600435,Columbia Pictures,134
R,Crime,5.3,William Friedkin,David Caruso,50000000,9851610,Paramount Pictures,95
PG,Comedy,5.6,Holly Goldberg Sloan,Steve Guttenberg,12000000,17736619,Caravan Pictures,100
R,Action,5.6,Brett Leonard,Denzel Washington,30000000,24047675,Paramount Pictures,106
R,Horror,4.8,Joe Chappelle,Donald Pleasence,5000000,15116634,Halloween VI Productions,87
PG,Comedy,6.1,Charles Shyer,Steve Martin,30000000,76594107,Sandollar Productions,106
R,Action,6.3,Richard Donner,Sylvester Stallone,50000000,30303072,Warner Bros.,132
PG-13,Drama,6.7,Alfonso Arau,Keanu Reeves,20000000,50008143,Twentieth Century Fox,102
R,Adventure,6.9,Michael Caton-Jones,Liam Neeson,28000000,31596911,United Artists,139
R,Action,6.9,Albert Hughes,Larenz Tate,10000000,24147179,Caravan Pictures,119
PG,Comedy,5.8,Melanie Mayron,Schuyler Fisk,6500000,9685976,Beacon Communications,94
R,Comedy,6.0,Forest Whitaker,Whitney Houston,16000000,81452156,Twentieth Century Fox,124
R,Comedy,7.4,Todd Solondz,Heather Matarazzo,800000,4569019,Suburban Pictures,88
PG,Drama,6.0,Frank Oz,Hal Scardino,45000000,35656131,Columbia Pictures,96
R,Action,6.8,Stanley Tong,Jackie Chan,7500000,32392047,Golden Harvest Company,87
R,Crime,6.7,Carl Franklin,Denzel Washington,27000000,16140822,TriStar Pictures,102
PG-13,Comedy,6.3,Jocelyn Moorhouse,Winona Ryder,10000000,41200020,Universal Pictures,117
R,Action,6.7,Ernest R. Dickerson,Billy Zane,13000000,21089146,Universal Pictures,92
PG-13,Action,5.9,Irwin Winkler,Sandra Bullock,22000000,110627965,Columbia Pictures,114
R,Comedy,7.5,Tom DiCillo,Steve Buscemi,500000,1111790,JDI Productions,90
PG-13,Comedy,5.9,Mel Brooks,Leslie Nielsen,30000000,10772144,Gaumont,88
R,Horror,5.7,John Carpenter,Christopher Reeve,22000000,9418365,Universal Pictures,98
R,Action,5.9,Walter Hill,Jeff Bridges,30000000,2193982,The Zanuck Company,98
PG-13,Comedy,6.7,Howard Deutch,Walter Matthau,25000000,71518503,Lancaster Gate,101
R,Comedy,6.5,Herbert Ross,Whoopi Goldberg,21000000,23440188,Alcor Films,115
R,Crime,6.4,Rusty Cundieff,Clarence Williams III,6000000,11837928,40 Acres & A Mule Filmworks,98
R,Action,5.7,Joseph Ruben,Wesley Snipes,68000000,35431113,Columbia Pictures,110
R,Horror,5.3,Bill Condon,Tony Todd,6000000,13940383,PolyGram Filmed Entertainment,95
R,Drama,6.3,Sean Penn,Jack Nicholson,9000000,868979,Miramax,111
R,Biography,7.1,Oliver Stone,Anthony Hopkins,44000000,13681765,Cinergi Pictures Entertainment,192
R,Fantasy,5.3,Brett Leonard,Jeff Goldblum,15000000,12201255,TriStar Pictures,106
Not Rated,Comedy,8.1,Emir Kusturica,Predrag 'Miki' Manojlovic,14000000,171082,CiBy 2000,167
